Line;KM;Stop name;Befestigung text;Befestigung Auswahl;Type of display;Mounted on;Lighting;Second hand;EIGENTuMER;ANTEIL EIGENTUM;EIGENTuMER GRUPPE;IH-EA;IH-TC;FID;Geopos
100;0.112;Lausanne;Fixe sous la marquise;Haengend;Beidseitig;Dach_BE Marquise quai 4;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38856952;46.51625574965993,6.630419422799036
100;5.046;Lutry;Fixe contre le pilier;Seitlich;Beidseitig;Dach_BE Marquise quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38855829;46.50391923452792,6.690308085233849
100;8.529;Cully;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38855837;46.4884886434301,6.727293067164549
100;13.561;Rivaz;Suspendu;Haengend;Beidseitig;Gebaeude;ja;ja;SBB Infrastruktur;100;SBB;West > Lausanne;West > Lausanne;132464327;46.47409321800966,6.784750873697114
100;18.373;Vevey;autre;ANDERE;Beidseitig;Dach_BE Marquise BV quai 1;;ja;SBB Infrastruktur;100;SBB;West > Lausanne;West > Lausanne;234131404;46.46317080193294,6.843216935715634
100;21.544;Burier;Suspendu;Haengend;Beidseitig;Dach_BE Marquise RV 05;ja;ja;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38858969;46.44799542581628,6.8774089393178865
100;24.536;Montreux;Lateralement;Seitlich;Einseitig;;ja;nein;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38860887;46.435838251433935,6.9102676997785295
100;24.536;Montreux;Lateralement;Seitlich;Einseitig;Dach_BE Marquise quai 1 (BV);ja;nein;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38851806;46.435887365644504,6.910440534173255
100;43.604;St-Triphon;Suspendu;Haengend;Beidseitig;Dach_BE Quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38851057;46.278752169782635,6.97188181016556
100;51.973;St-Maurice;Lateralement;Seitlich;Einseitig;;nein;nein;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38850236;46.212715569342095,7.002438316373595
100;70.853;Charrat-Fully;Sur pied;Stehend;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;West > St-Maurice;West > St-Maurice;131825530;46.126927245080424,7.126261241188479
100;88.027;Chateauneuf-Conthey;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38856681;46.21597412549121,7.30459028778173
100;92.43;Sion;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 2;;;SBB Infrastruktur;100;SBB;West > St-Maurice;West > St-Maurice;211761884;46.227263098019186,7.359274013041068
100;98.173;St-Leonard;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38856585;46.251560121820404,7.419798425639824
100;108.107;Sierre/Siders;Suspendu;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > St-Maurice;West > St-Maurice;38852287;46.29200010630129,7.532539779389307
100;130.092;Raron;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Brig;West > Brig;38852717;46.30627535330252,7.801529312888714
111;7.807;Puidoux;Suspendu;Haengend;Beidseitig;Dach_BE Marquise Q2;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38852858;46.49357083665256,6.765736299261281
140;8.825;Visp MGB-bvz;Haengend;Haengend;Beidseitig;Dach_BE Perrondache 4/5;ja;ja;Migration ausstehend;100;unbekannt;West > Brig;West > Brig;38861137;46.294015283577764,7.882375851997528
140;8.915;Visp MGB-bvz;;UNBEKANNT;;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;West > Brig;West > Brig;38860379;46.29382076936486,7.88119760075291
150;0.014;Lausanne;Suspendu;Haengend;Beidseitig;Dach_BE Marquise de BV;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38853337;46.51689704989973,6.62893674810143
150;0.105;Lausanne;Fixe sur console;ANDERE;Beidseitig;Dach_BE Marquise de halle;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38853346;46.516941563741234,6.627735480730618
150;4.429;Renens VD;Suspendu;Haengend;Beidseitig;Dach_BE 4/5;ja;ja;SBB Konzern;100;SBB;West > Lausanne;West > Lausanne;264374219;46.536890828131625,6.580072564006733
150;4.43;Renens VD;Suspendu;Haengend;Beidseitig;Dach_BE 2/3;ja;ja;SBB Konzern;100;SBB;West > Lausanne;West > Lausanne;264374234;46.53677571997204,6.579946180554456
150;4.51;Renens VD;Suspendu;Haengend;Beidseitig;Dach_BE Marquise BV quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38854507;46.53709497764916,6.578993570647258
150;4.521;Renens VD;Suspendu;Haengend;Beidseitig;Dach_BE Marquise BV quai 1;ja;ja;SBB Konzern;100;SBB;West > Lausanne;West > Lausanne;264374220;46.53726007735723,6.579002233975106
150;19.381;Etoy;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38859612;46.47522212316354,6.426718073249677
150;19.381;Etoy;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38860383;46.47511032160761,6.426693469323712
150;21.454;Allaman;Suspendu;Haengend;Beidseitig;Dach_BE MQ RV 05 quai 1;ja;nein;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38857624;46.47585296752579,6.400011331977141
150;26.629;Rolle;Suspendu;Haengend;Beidseitig;Dach_BE automatique;ja;ja;SBB Infrastruktur;100;SBB;West > Geneve;West > Geneve;256454888;46.4629238756592,6.336768464743037
150;26.765;Rolle;Suspendu;Haengend;Beidseitig;Dach_BE automatique;ja;ja;SBB Infrastruktur;100;SBB;West > Geneve;West > Geneve;256454905;46.46208084514039,6.335471333451717
150;33.789;Gland;Suspendu;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;SBB Infrastruktur;100;SBB;West > Geneve;West > Geneve;212999023;46.419979044582576,6.2691690298387375
150;38.566;Nyon;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38851053;46.384255773969784,6.235463865539752
150;54.787;Genthod-Bellevue;Suspendu;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38861256;46.2566720267039,6.153812993404691
150;56.774;Chambesy;Suspendu;Haengend;Beidseitig;Dach_BE Marquise Quai 2;ja;ja;SBB Infrastruktur;100;SBB;West > Geneve;West > Geneve;225004777;46.24100362822311,6.147400007930364
150;60.156;Geneve;Autre;ANDERE;Einseitig;Gebaeude;ja;ja;SBB Infrastruktur;100;SBB;West > Geneve;West > Geneve;245432612;46.21093398069469,6.143328612061191
150;60.237;Geneve;Suspendu;Haengend;Beidseitig;Dach_BE Quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38850984;46.21047105227976,6.142478864049324
150;60.284;Geneve;Suspendu;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38850968;46.21007844697728,6.142205428106261
150;66.167;Geneve-Aeroport;Suspendu;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38849707;46.232506382914806,6.11181286621533
150;66.245;Geneve-Aeroport;Suspendu;Haengend;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38851262;46.23299952870049,6.1125362870813715
150;66.317;Geneve-Aeroport;Lateralement;Seitlich;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38849693;46.23345332911232,6.11320324647061
150;66.319;Geneve-Aeroport;Lateralement;Seitlich;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38849698;46.233342503403854,6.1133946627229125
151;65.436;Vernier-Meyrin Cargo;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise quai 1 (BV);ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38861310;46.22237859171211,6.08567521748428
151;72.787;Russin;Lateral;Seitlich;Beidseitig;Ausruestungsstaender Mat basculant;ja;ja;SBB Konzern;100;SBB;West > Geneve;West > Geneve;280783126;46.18808726641718,6.01792218645845
152;64.039;Lancy-Pont-Rouge;Lateral;Seitlich;Beidseitig;Dach_BE automatisiert;ja;ja;SBB Infrastruktur;100;SBB;West > Geneve;West > Geneve;224456636;46.187568107878256,6.12526990875713
152;64.101;Lancy-Pont-Rouge;Lateral;Seitlich;Beidseitig;Dach_BE automatisiert;ja;ja;SBB Infrastruktur;100;SBB;West > Geneve;West > Geneve;224456684;46.187011026016094,6.12523389936831
152;64.166;Lancy-Pont-Rouge;Sur pied;Stehend;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38856619;46.18603724755509,6.127639303125205
152;64.167;Lancy-Pont-Rouge;Sur pied;Stehend;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38861124;46.18602700380768,6.1276249126164934
152;64.814;Geneve-La-Praille;Suspendu;Haengend;Beidseitig;;ja;nein;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38851851;46.1806681472032,6.12560117516297
152;69.024;Geneve-Champel;Lateral;Seitlich;Beidseitig;Gebaeude;ja;ja;SBB Konzern;100;SBB;West > Geneve;West > Geneve;265201595;46.19247214035251,6.153786459464753
152;70.581;Geneve-Eaux-Vives;Lateral;Seitlich;Beidseitig;Gebaeude;ja;ja;SBB Konzern;100;SBB;West > Geneve;West > Geneve;265203079;46.202213014321075,6.167863844088708
152;73.024;Chene-Bourg;Lateral;Seitlich;Beidseitig;Gebaeude;ja;ja;SBB Konzern;100;SBB;West > Geneve;West > Geneve;267869692;46.19659529813547,6.196213553234353
158;59.631;Geneve;Suspendu;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38856183;46.21553757821414,6.14190980108946
158;60.236;Geneve;Suspendu;Haengend;Beidseitig;Dach_BE Quai 4;ja;ja;Migration ausstehend;100;unbekannt;West > Geneve;West > Geneve;38851987;46.21033450569168,6.141616694153299
170;8.371;Lausanne-Triage;Sur pied;Stehend;Beidseitig;;ja;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38854916;46.52840235308096,6.541135302333071
171;11.236;Lausanne-Triage;Stehend;Stehend;Beidseitig;;ja;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38854912;46.52478007114588,6.530775739709372
200;6.912;Bussigny;Suspendu;Haengend;Beidseitig;Dach_BE MQ S/Voie quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38859877;46.54768595255234,6.552174077710284
200;33.683;Croy-Romainmotier;Suspendu;Haengend;Beidseitig;Dach_BE RV 05;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38855846;46.69656417549787,6.47823636291559
201;3.145;Le Day;Fixe contre le mur;ANDERE;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38850803;46.71728854239876,6.4006604745745275
203;461.629;Vallorbe;Lateralement;Seitlich;Einseitig;;nein;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38850791;46.71229671543221,6.370674259659362
210;21.398;Eclepens;Suspendu;Haengend;Beidseitig;Dach_BE marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38856746;46.65739304830533,6.552575366968807
210;27.421;Chavornay;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;SBB Infrastruktur;100;SBB;West > Lausanne;West > Lausanne;225150992;46.70971072409582,6.5682570807147265
210;29.681;Essert-Pittet;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38854176;46.72767588671447,6.58078150012193
210;39.111;Yverdon-les-Bains;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38850888;46.7815887642456,6.641287503990308
210;75.247;Neuchatel;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 3;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38858478;46.9968007742732,6.934944329245958
210;75.326;Neuchatel;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 3;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38858625;46.9971018143557,6.935889824743745
210;99.798;Tuscherz;Stehend;Stehend;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38849507;47.11404706100323,7.195962800585002
210;104.46;Biel/Bienne;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 4;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854756;47.132601271106424,7.242111834299914
215;75.357;Neuchatel;Suspendu;Haengend;Einseitig;Gebaeude;ja;ja;SBB Infrastruktur;100;SBB;West > Biel;West > Biel;226341388;46.99683251445158,6.936543264568523
220;0.076;Bern;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;272349618;46.949703533114686,7.438639906424606
220;0.19;Bern;Haengend;Haengend;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38852131;46.94911063524764,7.437399492289308
220;3.325;Bern Stockacker;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860276;46.9464485951061,7.4009633695943124
220;4.176;Bern Bumpliz Nord;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859886;46.94584188860874,7.3898870113653
220;5.295;Bern Brunnen Westside;Seitlich;Seitlich;Beidseitig;Kandelaber;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859566;46.94401698456629,7.375453540410607
220;8.376;Riedbach;Seitlich;Seitlich;Beidseitig;Mast 31;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860191;46.94138410002515,7.335560499598044
220;18.842;Ferenbalm-Gurbru;Seitlich;Seitlich;Beidseitig;Kandelaber;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860341;46.95399770189182,7.218987349846475
220;29.722;Ins;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38859689;46.99955954514363,7.100276342941896
220;29.782;Ins;Hauswand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38859703;46.99998179221192,7.099625306909297
220;29.787;Ins;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38859698;46.99972298046177,7.099454680123313
224;16.904;Les Geneveys-sur-Coffrane;Suspendu;Haengend;Beidseitig;Dach_BE Marquise BV Quai 1;nein;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854222;47.015150184277594,6.85326404981026
224;29.448;La Chaux-de-Fonds;Suspendu;Haengend;Beidseitig;Dach_BE Marquise 4 Quai 3;nein;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38855412;47.098486791147984,6.826002986879428
224;29.563;La Chaux-de-Fonds;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise 5 Quai 3;nein;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38855403;47.0978146124268,6.824855302069008
224;29.759;La Chaux-de-Fonds;;ANDERE;Beidseitig;;nein;nein;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854167;47.096702536774025,6.82284753944828
225;39.096;Frinvillier-Taubenloch;Lateralement;Seitlich;Beidseitig;Kandelaber;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38858263;47.169398737692596,7.257700311505284
225;43.692;La Heutte;Lateralement;Seitlich;Einseitig;;nein;nein;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38853313;47.18950546246791,7.2252996023873
225;48.259;Sonceboz-Sombeval;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise 3 Quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854035;47.19507706103713,7.169079275600434
225;48.295;Sonceboz-Sombeval;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise 3 Quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854029;47.1949927988508,7.168628644472983
225;53.143;Cortebert;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise RV 05;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38851213;47.189412444448834,7.1069920738745465
226;64.203;Sorvilier;Lateralement;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38852693;47.23935522709386,7.305839104254008
226;73.263;Moutier;Sur pied;Stehend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854827;47.27990409638607,7.379657861717685
226;73.41;Moutier;Lateralement;Seitlich;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38851709;47.280741245534756,7.381152629028546
226;84.567;Delemont;Autre;ANDERE;Einseitig;Stuetzbauwerk;;;SBB Infrastruktur;100;SBB;West > Biel;West > Biel;219791028;47.361284190381156,7.350904068854758
230;108.92;Grellingen;Haengend;Haengend;Beidseitig;Dach_BE Kundencenterdach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38850842;47.44125622298013,7.591713541696636
230;118.283;Munchenstein;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38857130;47.51324270099896,7.61749318317956
232;0.056;Moutier;Suspendu;Haengend;Beidseitig;Dach_BE Marquise Quai 3;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38851692;47.28014851233799,7.380755653827294
240;85.006;Delemont;contre le mur;ANDERE;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38857337;47.36063140463184,7.34517167267849
240;93.447;Bassecourt;Suspendu;Haengend;Beidseitig;Dach_BE 1;ja;ja;SBB Infrastruktur;100;SBB;West > Biel;West > Biel;224926640;47.33654256592846,7.247511806398802
240;112.912;Porrentruy;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;nein;SBB Konzern;100;SBB;West > Biel;West > Biel;278369348;47.42119573526827,7.080462046933161
250;5.75;Bossiere;Lateralement;Seitlich;Beidseitig;Mast 60;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38858029;46.50979308942857,6.698949248526212
250;8.306;Grandvaux;Lateralement;Seitlich;Beidseitig;Dach_BE Marquise quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38852850;46.49693372432878,6.722596591988264
250;24.342;Oron;Lateralement;Seitlich;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38856755;46.5722563361047,6.837208749007433
250;30.495;Vauderens;Suspendu;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38855546;46.62143689688083,6.849977354360902
250;35.688;Siviriez;Lateralement;Seitlich;Beidseitig;Ausruestungsstaender Mat combine;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38858203;46.6589701192136,6.885124579164971
250;40.235;Romont FR;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 4/6;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38858417;46.693935838816685,6.911917043833413
250;40.239;Romont FR;Sur face arriere;ANDERE;Einseitig;Dach_BE Marquise BV Quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38858412;46.69376866723569,6.9122036085020095
250;49.628;Chenens;Lateralement;Seitlich;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38852478;46.74918366607,7.000508767945177
250;55.38;Neyruz FR;Sur face arriere;ANDERE;Einseitig;;nein;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38852457;46.76604676169683,7.065030982680556
250;65.978;Fribourg/Freiburg;Suspendu;Haengend;Beidseitig;Dach_BE Marquise BV Quai 1;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38851995;46.80304989114143,7.150912872158998
250;65.987;Fribourg/Freiburg;Suspendu;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;SBB Infrastruktur;100;SBB;West > Lausanne;West > Lausanne;213001857;46.80319119594763,7.150768812243295
250;66.03;Fribourg/Freiburg;Lateralement;Seitlich;Einseitig;;nein;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38852569;46.803386679787224,7.151411243914913
250;72.213;Dudingen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38857959;46.85113415226547,7.189568596976326
250;89.371;Oberwangen;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859447;46.91453464810493,7.362345213308555
250;93.003;Bern Bumpliz Sud;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858846;46.937429530231604,7.395450606964205
250;94.759;Bern Weyermannshaus;Stehend;Stehend;Beidseitig;Mast 45;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38854184;46.94806740847919,7.412520935657193
250;95.536;Bern Weyermannshaus (Spw);Seitlich;Seitlich;Einseitig;Gebaeude;nein;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38852031;46.95158413261089,7.420392987952741
250;96.637;Bern;Seitlich;Seitlich;Einseitig;Gebaeude;nein;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38852040;46.947567939232684,7.4330204299636184
250;96.892;Bern;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857304;46.94834625123764,7.436240030863206
250;96.892;Bern;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38861156;46.9482184133222,7.436292685585184
250;96.95;Bern;Stehend;Stehend;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859426;46.948363263609906,7.437036393034405
250;97.019;Bern;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;272484230;46.94898920476339,7.437642374622969
251;23.409;Palezieux-Village;Fixe au mur;ANDERE;Einseitig;Dach_BE Marquise BV;nein;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38854908;46.55713120629128,6.828917460475671
251;58.767;Payerne;Lateralement;Seitlich;Einseitig;;ja;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38853680;46.821635590460176,6.94247449680521
251;63.681;Dompierre FR;Suspendu;Haengend;Beidseitig;Dach_BE Marquise RV 05;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38861202;46.85458774897237,6.985541850932328
251;72.811;Faoug;Contre le mur;ANDERE;Einseitig;;nein;nein;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38855987;46.908272286618946,7.074662916794318
251;76.539;Murten/Morat;Haengend;Haengend;Beidseitig;Dach_BE Perondach 1 Murten;ja;ja;SBB Konzern;100;SBB;West > Lausanne;West > Lausanne;268142627;46.92541241656846,7.115503792363022
252;18.073;Estavayer-le-Lac;Suspendu;Haengend;Beidseitig;Dach_BE Marquise BV;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;38855258;46.84449658008864,6.843011703069599
252;27.892;Payerne;Suspendu;Haengend;Beidseitig;Dach_BE marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;71367652;46.81953873072525,6.940014784085343
253;31.783;Cousset;lateral;Seitlich;Beidseitig;Dach_BE Marquise voyageurs;ja;ja;Migration ausstehend;100;unbekannt;West > Lausanne;West > Lausanne;44648844;46.81852713165605,6.9776710870962235
256;32.192;Ins;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38859694;46.99960073398769,7.099423689435696
260;28.247;Studen BE;Seitlich;Seitlich;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38853872;47.1114487701301,7.3009415789891685
267;97.237;Biel/Bienne RB;Am Gipfel Mast;ANDERE;Beidseitig;;nein;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38855716;47.140330015681194,7.2609986342174855
290;109.048;Bern Wankdorf;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Bern;Mitte > Bern;243843920;46.966575398464435,7.466709169596636
290;122.105;Munsingen;Haengend;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858529;46.8735530276328,7.5591324472294055
290;122.105;Munsingen;Haengend;Haengend;Beidseitig;Dach_BE Marquise quai 1 (BV);ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38849433;46.87358067390857,7.559326577681278
290;122.105;Munsingen;Haengend;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858524;46.87356375663546,7.559203526937652
290;122.215;Munsingen;Seitlich;Seitlich;Beidseitig;Kandelaber;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Bern;Mitte > Bern;147474129;46.87263825979014,7.559810239587946
290;128.27;Kiesen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38849476;46.819235681521725,7.5754301467501515
290;136.949;Thun;Haengend;Haengend;Beidseitig;Dach_BE Marquise quai 2;ja;ja;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;278935420;46.75519031289637,7.628782698413093
297;7.776;Moos;Seitlich;Seitlich;Beidseitig;Kandelaber;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;38860387;46.91033708101781,7.401172002993931
