Line;KM;Stop name;Befestigung text;Befestigung Auswahl;Type of display;Mounted on;Lighting;Second hand;EIGENTuMER;ANTEIL EIGENTUM;EIGENTuMER GRUPPE;IH-EA;IH-TC;FID;Geopos
600;8.842;Arth-Goldau;in Hausfassade;ANDERE;Einseitig;Gebaeude;nein;nein;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38861361;47.04923039315396,8.549164025088787
600;9.002;Arth-Goldau;Seitlich;Seitlich;Beidseitig;Gebaeude;;nein;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;215689139;47.0482987760279,8.551189562149188
600;13.89;Steinen;;;;Ausruestungsstaender Kippstander;;;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;213259838;47.04778983840057,8.607234110029296
600;16.989;Schwyz;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38851075;47.0264346437358,8.632118651418596
600;32.348;Fluelen;;UNBEKANNT;;Dach_BE Perrondach 2;ja;nein;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38849045;46.90129965877558,8.624549199821715
600;35.216;Altdorf UR;Haengend;Haengend;Beidseitig;Dach_BE Kundencenterdach;ja;ja;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;280756216;46.87593100361182,8.630770667550863
600;35.225;Altdorf UR;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38860308;46.875983070293046,8.63164110536912
600;41.59;Erstfeld;;UNBEKANNT;;Dach_BE Perrondach 2;ja;nein;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38849102;46.82022219006157,8.650316725290983
600;41.615;Erstfeld;;UNBEKANNT;Beidseitig;;ja;nein;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38849011;46.81989847952986,8.65013264726157
600;70.486;Goschenen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38851152;46.665460069993536,8.588754160207959
600;131.751;Biasca;Laterale;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38849480;46.35290051150622,8.973910720797075
600;131.846;Biasca;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 2/3;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38849484;46.352090254439965,8.974348756647839
600;147.422;Castione-Arbedo;Seitlich;Seitlich;Beidseitig;Dach_BE Pensilina;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38859663;46.223844954866344,9.041452537005197
600;147.435;Castione-Arbedo;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Supporto Kombi;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38859657;46.22372513169075,9.041287836845344
600;150.886;Bellinzona;Sospeso;Haengend;Beidseitig;Dach_BE Pens. mp 2/3 sud;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38850690;46.19538480110541,9.029824921154114
600;150.9;Bellinzona;laterale;Seitlich;Beidseitig;Dach_BE Pens. mp 4/6;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;170328737;46.195179847002,9.029784754813761
600;150.906;Bellinzona;Fissaggio al muro;ANDERE;Einseitig;Gebaeude;nein;nein;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;194065095;46.19542601067955,9.029232030759252
600;150.942;Bellinzona;Sospeso;Haengend;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;208885976;46.195057581477656,9.029133090688589
600;154.025;Giubiasco;Laterale;Seitlich;Einseitig;;ja;nein;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38858122;46.17446037332091,9.003085828945176
600;154.054;Giubiasco;;UNBEKANNT;Beidseitig;Dach_BE Pensilina 2, PL 02;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38850837;46.173887342306635,9.00332516490409
600;180.482;Lugano;Altri;ANDERE;Einseitig;Gebaeude;nein;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;215587853;46.005195900480004,8.946977669824802
600;180.518;Lugano;Altri;ANDERE;Einseitig;Gebaeude;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;215587265;46.004880187120456,8.947041078491225
600;180.526;Lugano;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 3, PL 03;ja;ja;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38851343;46.004733479537116,8.946536831614704
600;180.537;Lugano;laterale;Seitlich;Beidseitig;Dach_BE Pensilina sud, PE01;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;215587944;46.00469485108098,8.946963507253013
600;187.295;Melide;;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;178748145;45.95541311250653,8.949162120768499
600;190.976;Maroggia-Melano;Laterale;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38851556;45.932443457904064,8.9737194071031
600;194.586;Capolago-Riva S. Vitale;Sospeso;Haengend;Beidseitig;Dach_BE Tetto cliente, PL 03;ja;ja;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38853222;45.90304578481441,8.979102147672304
600;194.63;Capolago-Riva S. Vitale;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 2, PL 02;ja;ja;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38853218;45.90264757509189,8.979015426933426
600;197.722;Mendrisio S. Martino;laterale;Seitlich;Beidseitig;Dach_BE PL 02;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;148779116;45.87703340997599,8.983034590663545
600;198.704;Mendrisio;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 3, PL 03;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;196048044;45.8693525711574,8.97840302900333
600;198.713;Mendrisio;A muro;ANDERE;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38853231;45.869019108210665,8.978760261737708
600;198.732;Mendrisio;Sospeso;Haengend;Beidseitig;Dach_BE 1;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;244535961;45.869272188429434,8.977985313517202
600;198.794;Mendrisio;laterale;Seitlich;Beidseitig;Ausruestungsstaender Supporto ribaltabile;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;256148420;45.86857593732813,8.977906998083423
600;203.525;Balerna;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina FV, PL 01;ja;ja;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38853418;45.84681053511608,9.004963583995941
600;205.998;Chiasso;laterale;Seitlich;Beidseitig;Ausruestungsstaender Supporto ribaltabile;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;232408596;45.832869010991736,9.029531895268313
600;206.127;Chiasso;;UNBEKANNT;Beidseitig;;ja;nein;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38855762;45.83253073271394,9.031165231918678
600;206.17;Chiasso;laterale;Seitlich;Beidseitig;Dach_BE Pensilina marc. 1;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;232408599;45.83211789278311,9.031459818049346
610;0.265;Brig Bahnhofplatz;;ANDERE;Einseitig;;ja;ja;Migration ausstehend;100;unbekannt;West > Brig;West > Brig;38855206;46.31946184490784,7.991677882981519
610;0.734;Brig Bahnhofplatz;;ANDERE;Einseitig;;ja;nein;Migration ausstehend;100;unbekannt;West > Brig;West > Brig;38855202;46.32010869680974,7.997547164429219
630;159.439;Cadenazzo;SCONOSCIUTO;UNBEKANNT;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38856497;46.15273278378694,8.942239530102967
630;167.794;Tenero;Laterale;Seitlich;Beidseitig;Ausruestungsstaender Altri;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38857529;46.17745758598369,8.850629412193939
630;171.755;Locarno;laterale;Seitlich;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;256586063;46.17225961829639,8.803749032356524
630;171.976;Locarno;Haengend;Haengend;Beidseitig;Dach_BE PL01 ovest del FV;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38849205;46.172396107626795,8.800894643183058
631;170.532;S. Nazzaro;Haengend;Haengend;Beidseitig;Dach_BE Pensilina FV, PL 01;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38855230;46.13518224084013,8.807117468985822
634;3.521;Stabio;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 2, PL02;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;176451056;45.8497061488987,8.9444913298538
639;52.23;Chiasso Smistamento;Stehend;Stehend;Beidseitig;Mast 827;ja;nein;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38856828;45.83333406583627,9.012390691473556
639;52.84;Chiasso Smistamento;Stehend;Stehend;Beidseitig;Mast 14;ja;nein;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38855982;45.834721651231234,9.00490120569667
640;31.31;Brugg AG;;UNBEKANNT;;Dach_BE PD auf Zwi. Perron 3;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38858382;47.480461727890315,8.208963174930771
645;67.406;Suhr;Seitlich;Seitlich;Beidseitig;Mast 28;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38861415;47.37202708038597,8.08321532065591
647;4.232;Lupfig;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38855914;47.44522814989332,8.214993017219042
647;8.704;Othmarsingen;;UNBEKANNT;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850139;47.407715782498826,8.21465587247916
649;41.621;Aarau;Seitlich;Seitlich;Beidseitig;Mast 383;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38851330;47.39081308873048,8.049944992958757
650;25.926;Magenwil;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;212974195;47.41469155211716,8.235182385991223
650;27.667;Othmarsingen;;UNBEKANNT;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38852521;47.407613909067344,8.214797999517383
650;32.059;Lenzburg;Seitlich;Seitlich;Beidseitig;Mast 69;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850118;47.3919960832062,8.169154242553782
650;35.67;Rupperswil;Haengend;Haengend;Beidseitig;Dach_BE Hausperron;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;210550723;47.40320097238091,8.126535946735016
650;35.734;Rupperswil;Haengend;Haengend;Beidseitig;Mast 100;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;210550798;47.40323353518851,8.125621658061366
650;41.282;Aarau;;UNBEKANNT;;Mast 332;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38851040;47.39204364924154,8.05404039297808
650;41.508;Aarau;;UNBEKANNT;;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38851019;47.39103624174621,8.051418296294358
651;10.989;Ballwil;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38855788;47.1537178546789,8.316873180907496
651;13.725;Hochdorf;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38855649;47.16704709712582,8.28862654643961
651;27.208;Beinwil am See;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1 B.a.S.;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38855750;47.26726464924638,8.202245738764285
651;32.862;Boniswil;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38860213;47.315139525380495,8.184494846755248
653;65.171;Hendschiken;;UNBEKANNT;;Dach_BE PD01;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849582;47.38945689233162,8.207383879587084
653;67.878;Dottikon-Dintikon;;UNBEKANNT;;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38851092;47.37373200236582,8.23455933605284
653;67.931;Dottikon-Dintikon;;UNBEKANNT;;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38851095;47.37352555472482,8.235213391308687
653;71.742;Wohlen AG;Haengend;Haengend;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38861350;47.34871722069154,8.269607593897652
653;71.758;Wohlen AG;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850392;47.34854422514403,8.26964856077525
653;81.437;Muri AG;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 4;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;206607142;47.27714123688071,8.339563722497525
653;81.471;Muri AG;Seitlich;Seitlich;;Dach_BE Kundencenterd. Muri;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38852257;47.27673745477523,8.339536200457436
653;85.398;Benzenschwil;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38852323;47.24690614272869,8.365536192738023
653;88.467;Muhlau;;UNBEKANNT;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38852408;47.22501942219568,8.38848672805846
653;92.69;Sins;Seitlich;Seitlich;Beidseitig;Mast 59;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859055;47.18813540031508,8.398065040425118
653;99.337;Rotkreuz;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38849956;47.141986567677144,8.430076452585547
653;99.421;Rotkreuz;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38849965;47.14224339545437,8.431118863716657
660;14.674;Oberrieden Dorf;Seitlich;Seitlich;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Ost > Rapperswil;Ost > Zurich;38850456;47.275501703345334,8.578630410278048
660;26.635;Baar;Haengend;Haengend;Einseitig;Dach_BE Hausperrondach;ja;nein;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38852144;47.19516349298839,8.523041148768243
660;26.672;Baar;Haengend;Haengend;;Dach_BE Hausperrondach;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38859094;47.19511689480707,8.522515912452743
660;27.562;Baar Neufeld;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Andere;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38856088;47.188477929345105,8.517752888150701
660;27.562;Baar Neufeld;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Andere;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38856093;47.18848551044512,8.517622614673416
660;28.18;Baar Lindenpark;Seitlich;Seitlich;Beidseitig;Mast 27;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38856101;47.182950573137504,8.51685808616393
660;28.213;Baar Lindenpark;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;144724176;47.18264368491731,8.516992934570368
660;29.162;Zug;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38851736;47.17416137931983,8.515516831046252
660;43.534;Cham;Haengend;Haengend;Beidseitig;Dach_BE Zwischenperrondach;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38850618;47.17825931214156,8.458071778433707
660;43.55;Cham;Haengend;Haengend;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;245433611;47.17839301722059,8.45775126679542
660;48.962;Rotkreuz;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38851062;47.141891213025694,8.430965386570128
660;57.098;Buchrain;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Andere;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38857200;47.093454069288235,8.356333514755788
665;1.405;Zug Casino;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38860294;47.16232470367618,8.515222631628847
665;3.151;Zug Oberwil;;UNBEKANNT;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38860286;47.147539202436306,8.509909198279066
670;-0.095;Wadenswil;Stehend;Stehend;Einseitig;Dach_BE Vordach Busbahnhof;ja;ja;SBB Infrastruktur;100;SBB;Ost > Rapperswil;Ost > Zurich;136249647;47.229453345978165,8.674920014710796
671;0.081;Rapperswil SG;Haengend;Haengend;Beidseitig;Dach_BE PD Aussenp. 4 (SOB);ja;ja;SBB Infrastruktur;100;SBB;Ost > Rapperswil;Ost > Zurich;38851650;47.224340612250934,8.81607883153278
672;4.078;Pfaffikon SZ;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Andere;ja;ja;Migration ausstehend;100;unbekannt;Ost > Rapperswil;Ost > Zurich;38856997;47.203161938602044,8.777445889560466
692;12.217;Zurich RB Limmattal;Seitlich;Seitlich;Beidseitig;Mast 111;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Kanton;Ost > Zurich;38854536;47.413822683916045,8.395993034823736
693;14.32;Zurich RB Limmattal;Seitlich;Seitlich;Beidseitig;Mast 822;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Kanton;Ost > Zurich;38854541;47.42513854899668,8.37389414345835
693;14.885;Zurich RB Limmattal;Seitlich;Seitlich;Beidseitig;Mast 927;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Kanton;Ost > Zurich;38861029;47.428006250806774,8.367712511182052
694;12.497;Zurich RB Limmattal;Seitlich;Seitlich;Beidseitig;Mast 178;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Kanton;Ost > Zurich;38853963;47.415028120185106,8.392522025685356
695;12.908;Zurich RB Limmattal;Seitlich;Seitlich;Beidseitig;Mast 366;nein;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Kanton;Ost > Zurich;38854366;47.417692336096664,8.38863821386964
695;13.86;Zurich RB Limmattal;Seitlich;Seitlich;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Ost > Zurich Kanton;Ost > Zurich;38854342;47.42274590163821,8.37853421774369
700;31.313;Brugg AG;;UNBEKANNT;;Dach_BE Hausperrondach;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38858372;47.480518081305995,8.208636745465496
700;58.738;Stein-Sackingen;Haengend;Haengend;Beidseitig;Dach_BE PD auf Zwi. Perron 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850958;47.541261330441074,7.948966857255277
700;58.773;Stein-Sackingen;Haengend;Haengend;Beidseitig;;;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;219582308;47.541735655209976,7.948784523259224
700;68.273;Mohlin;;;Beidseitig;Dach_BE Perrondach 2;ja;;SBB Infrastruktur;100;SBB;Mitte > Basel;Mitte > Olten & Basel;241489976;47.56199867487818,7.833713404961861
700;68.274;Mohlin;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38852201;47.56185544032776,7.833781847857085
700;77.011;Kaiseraugst;Seitlich;Seitlich;Beidseitig;Dach_BE Kundencenterdach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38859965;47.53831364654677,7.72376567312917
700;77.027;Kaiseraugst;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856939;47.53847992392952,7.723406620369658
700;78.422;Pratteln Salina Raurica;;UNBEKANNT;;Dach_BE Aussenperrondach 1;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858501;47.53024989486151,7.709605776649149
701;34.502;Rumikon AG;Kandelaber;ANDERE;Beidseitig;;ja;nein;Migration ausstehend;100;unbekannt;Ost > Winterthur;Ost > Zurich;38854490;47.565301656966916,8.374206921824944
701;36.183;Mellikon;Stehend;Stehend;Beidseitig;Ausruestungsstaender Kandelaber <6m;ja;nein;Migration ausstehend;100;unbekannt;Ost > Winterthur;Ost > Zurich;38854431;47.56841496309487,8.352617136867442
701;65.618;Laufenburg;Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38855152;47.559191762476296,8.060162795319062
702;31.033;Siggenthal-Wurenlingen;;;Beidseitig;Mast 35;ja;;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;205450933;47.52034686914792,8.240679662871072
703;26.116;Zurich Affoltern;Stehend;Stehend;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Knoten;Ost > Zurich;38850108;47.42093109431535,8.508974824116017
703;26.142;Zurich Affoltern;Stehend;Stehend;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Knoten;Ost > Zurich;38850103;47.42120798847738,8.507970427353406
703;29.521;Regensdorf-Watt;UNBEKANNT;UNBEKANNT;Beidseitig;Dach_BE PD auf Zw.-perron;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Kanton;Ost > Zurich;38850094;47.43683820349172,8.47190756106823
703;29.57;Regensdorf-Watt;Haengend;Haengend;Beidseitig;Dach_BE PD auf Zw.-perron;ja;ja;Migration ausstehend;100;unbekannt;Ost > Zurich Kanton;Ost > Zurich;38850089;47.43712696344638,8.471422393935727
